"","house","brand_clean","brand_count"
"30524",782349,"Supermarket own",1
"30525",782352,"Kenco",1
"30526",782352,"Nescafe",4
"30527",782355,"Douwe Egbert",1
"30528",782360,"Supermarket own",18
"30529",782362,"Kenco",1
"30530",782366,"Douwe Egbert",1
"30531",782366,"Kenco",4
"30532",782367,"Supermarket own",1
"30533",782375,"Other brands",1
"30534",782384,"Douwe Egbert",1
"30535",782384,"Kenco",1
"30536",782384,"Nescafe",1
"30537",782384,"Supermarket own",1
"30538",782386,"Nescafe",3
"30539",782388,"Douwe Egbert",1
"30540",782388,"Nescafe",1
"30541",782388,"Supermarket own",2
"30542",782395,"Nescafe",2
"30543",782397,"Nescafe",2
"30544",782398,"Kenco",1
"30545",782407,"Carte Noire",1
"30546",782407,"Douwe Egbert",2
"30547",782407,"Kenco",4
"30548",782407,"Nescafe",6
"30549",782412,"Kenco",7
"30550",782412,"Supermarket own",3
"30551",782413,"Kenco",5
"30552",782413,"Nescafe",11
"30553",782413,"Other brands",2
"30554",782413,"Supermarket own",1
"30555",782417,"Douwe Egbert",1
"30556",782417,"Kenco",3
"30557",782424,"Supermarket own",5
"30558",782434,"Supermarket own",1
"30559",782439,"Supermarket own",1
"30560",782441,"Supermarket own",7
"30561",782446,"Supermarket own",3
"30562",782447,"Nescafe",3
"30563",782448,"Supermarket own",2
"30564",782452,"Supermarket own",4
"30565",782458,"Supermarket own",2
"30566",782462,"Nescafe",2
"30567",782467,"Supermarket own",3
"30568",782468,"Douwe Egbert",1
"30569",782468,"Kenco",1
"30570",782468,"Nescafe",1
"30571",782471,"Nescafe",2
"30572",782474,"Douwe Egbert",1
"30573",782474,"Nescafe",1
"30574",782476,"Carte Noire",2
"30575",782481,"Nescafe",1
"30576",782484,"Supermarket own",9
"30577",782485,"Douwe Egbert",3
"30578",782502,"Carte Noire",1
"30579",782502,"Kenco",2
"30580",782503,"Kenco",1
"30581",782503,"Nescafe",3
"30582",782505,"Supermarket own",2
"30583",782506,"Kenco",2
"30584",782506,"Nescafe",4
"30585",782511,"Nescafe",6
"30586",782511,"Supermarket own",3
"30587",782512,"Other brands",2
"30588",782512,"Supermarket own",1
"30589",782517,"Kenco",1
"30590",782525,"Nescafe",5
"30591",782527,"Nescafe",5
"30592",782528,"Kenco",1
"30593",782528,"Supermarket own",1
"30594",782529,"Douwe Egbert",2
"30595",782529,"Other brands",1
"30596",782529,"Supermarket own",3
"30597",782532,"Kenco",1
"30598",782535,"Kenco",2
"30599",782537,"Douwe Egbert",5
"30600",782537,"Kenco",1
"30601",782540,"Nescafe",1
"30602",782544,"Nescafe",4
"30603",782557,"Nescafe",8
"30604",782561,"Carte Noire",7
"30605",782561,"Nescafe",1
"30606",782562,"Carte Noire",1
"30607",782563,"Kenco",1
"30608",782572,"Nescafe",1
"30609",782577,"Douwe Egbert",2
"30610",782579,"Douwe Egbert",1
"30611",782580,"Supermarket own",1
"30612",782585,"Nescafe",1
"30613",782588,"Other brands",1
"30614",782589,"Nescafe",14
"30615",782590,"Nescafe",3
"30616",782590,"Supermarket own",3
"30617",782594,"Kenco",1
"30618",782594,"Supermarket own",1
"30619",782606,"Kenco",1
"30620",782606,"Nescafe",4
"30621",782606,"Other brands",1
"30622",782613,"Kenco",1
"30623",782616,"Nescafe",1
"30624",782618,"Douwe Egbert",1
"30625",782618,"Kenco",1
"30626",782634,"Nescafe",2
"30627",782638,"Kenco",1
"30628",782639,"Kenco",2
"30629",782644,"Douwe Egbert",1
"30630",782645,"Carte Noire",1
"30631",782645,"Other brands",1
"30632",782646,"Douwe Egbert",2
"30633",782656,"Carte Noire",3
"30634",782662,"Kenco",1
"30635",782664,"Kenco",1
"30636",782664,"Supermarket own",3
"30637",782667,"Nescafe",1
"30638",782672,"Douwe Egbert",1
"30639",782672,"Nescafe",2
"30640",782672,"Supermarket own",1
"30641",782675,"Douwe Egbert",2
"30642",782675,"Nescafe",14
"30643",782675,"Supermarket own",4
"30644",782677,"Douwe Egbert",1
"30645",782677,"Kenco",1
"30646",782677,"Nescafe",1
"30647",782678,"Carte Noire",1
"30648",782678,"Douwe Egbert",1
"30649",782679,"Douwe Egbert",4
"30650",782679,"Kenco",1
"30651",782683,"Douwe Egbert",2
"30652",782687,"Supermarket own",8
"30653",782688,"Supermarket own",6
"30654",782690,"Kenco",1
"30655",782692,"Kenco",2
"30656",782693,"Nescafe",1
"30657",782695,"Carte Noire",1
"30658",782697,"Nescafe",11
"30659",782701,"Kenco",4
"30660",782701,"Supermarket own",4
"30661",782703,"Kenco",1
"30662",782704,"Nescafe",2
"30663",782706,"Douwe Egbert",1
"30664",782706,"Kenco",1
"30665",782707,"Carte Noire",6
"30666",782707,"Kenco",19
"30667",782707,"Nescafe",3
"30668",782714,"Carte Noire",1
"30669",782716,"Douwe Egbert",1
"30670",782717,"Other brands",2
"30671",782721,"Douwe Egbert",1
"30672",782724,"Kenco",1
"30673",782724,"Supermarket own",3
"30674",782725,"Nescafe",1
"30675",782728,"Supermarket own",6
"30676",782729,"Douwe Egbert",1
"30677",782729,"Kenco",1
"30678",782729,"Nescafe",3
"30679",782733,"Douwe Egbert",10
"30680",782733,"Kenco",14
"30681",782738,"Carte Noire",2
"30682",782738,"Douwe Egbert",2
"30683",782738,"Kenco",1
"30684",782738,"Nescafe",2
"30685",782743,"Douwe Egbert",2
"30686",782743,"Kenco",18
"30687",782750,"Other brands",1
"30688",782753,"Supermarket own",3
"30689",782755,"Nescafe",1
"30690",782759,"Other brands",1
"30691",782761,"Supermarket own",1
"30692",782762,"Other brands",4
"30693",782763,"Carte Noire",1
"30694",782763,"Douwe Egbert",2
"30695",782763,"Kenco",2
"30696",782763,"Nescafe",7
"30697",782763,"Other brands",1
"30698",782767,"Kenco",2
"30699",782767,"Supermarket own",1
"30700",782787,"Douwe Egbert",7
"30701",782787,"Kenco",10
"30702",782788,"Other brands",1
"30703",782797,"Nescafe",5
"30704",782802,"Nescafe",1
"30705",782805,"Supermarket own",1
"30706",782807,"Nescafe",1
"30707",782818,"Supermarket own",16
"30708",782819,"Nescafe",16
"30709",782820,"Carte Noire",1
"30710",782820,"Supermarket own",4
"30711",782821,"Douwe Egbert",1
"30712",782822,"Supermarket own",2
"30713",782824,"Kenco",1
"30714",782824,"Nescafe",1
"30715",782829,"Supermarket own",2
"30716",782831,"Douwe Egbert",2
"30717",782831,"Supermarket own",4
"30718",782836,"Nescafe",1
"30719",782838,"Carte Noire",9
"30720",782838,"Nescafe",3
"30721",782842,"Supermarket own",4
"30722",782843,"Douwe Egbert",1
"30723",782843,"Kenco",2
"30724",782843,"Nescafe",1
"30725",782846,"Douwe Egbert",4
"30726",782846,"Kenco",2
"30727",782846,"Nescafe",2
"30728",782848,"Supermarket own",1
"30729",782850,"Douwe Egbert",1
"30730",782850,"Other brands",1
"30731",782861,"Supermarket own",9
"30732",782866,"Nescafe",1
"30733",782867,"Kenco",1
"30734",782868,"Douwe Egbert",1
"30735",782871,"Supermarket own",4
"30736",782879,"Nescafe",1
"30737",782882,"Carte Noire",1
"30738",782882,"Supermarket own",1
"30739",782883,"Carte Noire",2
"30740",782889,"Kenco",10
"30741",782893,"Nescafe",2
"30742",782896,"Nescafe",1
"30743",782908,"Kenco",9
"30744",782908,"Nescafe",1
"30745",782914,"Carte Noire",4
"30746",782914,"Douwe Egbert",1
"30747",782914,"Nescafe",1
"30748",782921,"Nescafe",1
"30749",782922,"Nescafe",2
"30750",782927,"Nescafe",1
"30751",782930,"Supermarket own",3
"30752",782934,"Douwe Egbert",2
"30753",782934,"Nescafe",1
"30754",782934,"Supermarket own",4
"30755",782940,"Supermarket own",4
"30756",782942,"Other brands",14
"30757",782942,"Supermarket own",1
"30758",782949,"Douwe Egbert",1
"30759",782949,"Kenco",2
"30760",782949,"Other brands",1
"30761",782950,"Other brands",2
"30762",782950,"Supermarket own",3
"30763",782954,"Nescafe",1
"30764",782956,"Douwe Egbert",1
"30765",782956,"Nescafe",2
"30766",782956,"Supermarket own",2
"30767",782957,"Carte Noire",1
"30768",782957,"Douwe Egbert",1
"30769",782957,"Supermarket own",1
"30770",782959,"Nescafe",2
"30771",782962,"Supermarket own",1
"30772",782963,"Nescafe",1
"30773",782965,"Carte Noire",1
"30774",782965,"Douwe Egbert",4
"30775",782965,"Kenco",7
"30776",782965,"Other brands",3
"30777",782965,"Supermarket own",1
"30778",782969,"Supermarket own",1
"30779",782975,"Supermarket own",1
"30780",782979,"Douwe Egbert",2
"30781",782979,"Kenco",2
"30782",782979,"Nescafe",5
"30783",782979,"Other brands",2
"30784",782979,"Supermarket own",4
"30785",782989,"Kenco",1
"30786",782992,"Carte Noire",2
"30787",782994,"Nescafe",2
"30788",782995,"Nescafe",1
"30789",783006,"Douwe Egbert",1
"30790",783020,"Nescafe",3
"30791",783022,"Nescafe",1
"30792",783025,"Supermarket own",13
"30793",783039,"Carte Noire",1
"30794",783039,"Douwe Egbert",2
"30795",783039,"Kenco",6
"30796",783039,"Nescafe",1
"30797",783042,"Kenco",1
"30798",783044,"Kenco",4
"30799",783044,"Supermarket own",23
"30800",783045,"Kenco",1
"30801",783047,"Supermarket own",7
"30802",783048,"Nescafe",5
"30803",783055,"Carte Noire",1
"30804",783055,"Kenco",3
"30805",783055,"Nescafe",3
"30806",783056,"Carte Noire",3
"30807",783061,"Kenco",1
"30808",783063,"Douwe Egbert",2
"30809",783063,"Nescafe",4
"30810",783067,"Supermarket own",48
"30811",783069,"Kenco",3
"30812",783069,"Supermarket own",1
"30813",783071,"Supermarket own",1
"30814",783072,"Carte Noire",16
"30815",783079,"Supermarket own",1
"30816",783091,"Nescafe",1
"30817",783094,"Kenco",7
"30818",783096,"Nescafe",6
"30819",783096,"Other brands",1
"30820",783096,"Supermarket own",1
"30821",783099,"Douwe Egbert",5
"30822",783107,"Kenco",5
"30823",783114,"Douwe Egbert",1
"30824",783115,"Carte Noire",1
"30825",783115,"Kenco",4
"30826",783115,"Supermarket own",1
"30827",783120,"Kenco",14
"30828",783120,"Nescafe",3
"30829",783120,"Supermarket own",4
"30830",783121,"Douwe Egbert",5
"30831",783123,"Nescafe",1
"30832",783125,"Nescafe",1
"30833",783125,"Other brands",1
"30834",783126,"Nescafe",2
"30835",783126,"Supermarket own",2
"30836",783129,"Nescafe",1
"30837",783134,"Carte Noire",2
"30838",783134,"Douwe Egbert",1
"30839",783134,"Supermarket own",1
"30840",783136,"Nescafe",1
"30841",783144,"Kenco",16
"30842",783144,"Supermarket own",3
"30843",783148,"Douwe Egbert",1
"30844",783148,"Supermarket own",6
"30845",783161,"Kenco",4
"30846",783162,"Kenco",1
"30847",783166,"Nescafe",5
"30848",783167,"Supermarket own",3
"30849",783170,"Supermarket own",1
"30850",783179,"Nescafe",1
"30851",783179,"Supermarket own",1
"30852",783180,"Carte Noire",3
"30853",783180,"Nescafe",3
"30854",783185,"Douwe Egbert",1
"30855",783185,"Supermarket own",6
"30856",783187,"Kenco",2
"30857",783187,"Supermarket own",4
"30858",783196,"Nescafe",2
"30859",783197,"Douwe Egbert",3
"30860",783198,"Douwe Egbert",2
"30861",783198,"Nescafe",3
"30862",783205,"Nescafe",7
"30863",783210,"Nescafe",1
"30864",783217,"Nescafe",2
"30865",783218,"Douwe Egbert",1
"30866",783218,"Supermarket own",11
"30867",783219,"Kenco",1
"30868",783219,"Nescafe",2
"30869",783220,"Supermarket own",1
"30870",783241,"Douwe Egbert",1
"30871",783241,"Nescafe",1
"30872",783242,"Nescafe",1
"30873",783243,"Supermarket own",13
"30874",783248,"Supermarket own",1
"30875",783249,"Kenco",14
"30876",783251,"Supermarket own",2
"30877",783252,"Douwe Egbert",1
"30878",783252,"Kenco",3
"30879",783252,"Nescafe",2
"30880",783257,"Douwe Egbert",2
"30881",783257,"Other brands",1
"30882",783258,"Douwe Egbert",1
"30883",783265,"Nescafe",1
"30884",783269,"Supermarket own",7
"30885",783270,"Nescafe",1
"30886",783271,"Nescafe",1
"30887",783282,"Kenco",1
"30888",783291,"Nescafe",1
"30889",783298,"Supermarket own",10
"30890",783300,"Kenco",1
"30891",783301,"Other brands",4
"30892",783305,"Nescafe",1
"30893",783310,"Supermarket own",2
"30894",783312,"Nescafe",1
"30895",783312,"Supermarket own",1
"30896",783318,"Nescafe",1
"30897",783324,"Supermarket own",6
"30898",783332,"Kenco",3
"30899",783332,"Supermarket own",1
"30900",783338,"Carte Noire",3
"30901",783354,"Nescafe",1
"30902",783361,"Nescafe",1
"30903",783361,"Supermarket own",1
"30904",783366,"Nescafe",1
"30905",783370,"Supermarket own",3
"30906",783371,"Nescafe",4
"30907",783383,"Nescafe",1
"30908",783386,"Douwe Egbert",1
"30909",783386,"Nescafe",3
"30910",783387,"Kenco",3
"30911",783400,"Nescafe",1
"30912",783406,"Kenco",9
"30913",783407,"Kenco",10
"30914",783407,"Nescafe",1
"30915",783413,"Supermarket own",1
"30916",783428,"Nescafe",2
"30917",783428,"Supermarket own",1
"30918",783433,"Kenco",7
"30919",783436,"Nescafe",2
"30920",783441,"Douwe Egbert",1
"30921",783441,"Supermarket own",1
"30922",783442,"Carte Noire",2
"30923",783444,"Nescafe",7
"30924",783446,"Douwe Egbert",6
"30925",783447,"Supermarket own",1
"30926",783449,"Kenco",2
"30927",783449,"Nescafe",19
"30928",783449,"Supermarket own",4
"30929",783460,"Nescafe",1
"30930",783461,"Nescafe",2
"30931",783462,"Nescafe",1
"30932",783462,"Other brands",7
"30933",783466,"Carte Noire",5
"30934",783466,"Nescafe",1
"30935",783480,"Kenco",1
"30936",783480,"Nescafe",1
"30937",783482,"Kenco",1
"30938",783482,"Nescafe",1
"30939",783482,"Supermarket own",2
"30940",783483,"Nescafe",1
"30941",783490,"Nescafe",1
"30942",783493,"Supermarket own",1
"30943",783495,"Nescafe",3
"30944",783500,"Kenco",1
"30945",783502,"Carte Noire",1
"30946",783502,"Supermarket own",3
"30947",783509,"Kenco",7
"30948",783511,"Supermarket own",1
"30949",783513,"Nescafe",1
"30950",783523,"Carte Noire",2
"30951",783523,"Nescafe",1
"30952",783526,"Douwe Egbert",1
"30953",783526,"Nescafe",1
"30954",783539,"Carte Noire",1
"30955",783539,"Nescafe",1
"30956",783542,"Supermarket own",1
"30957",783550,"Supermarket own",2
"30958",783551,"Douwe Egbert",1
"30959",783552,"Nescafe",1
"30960",783561,"Kenco",1
"30961",783570,"Nescafe",1
"30962",783571,"Kenco",3
"30963",783571,"Other brands",3
"30964",783584,"Supermarket own",2
"30965",783585,"Kenco",1
"30966",783585,"Supermarket own",3
"30967",783597,"Nescafe",1
"30968",783598,"Douwe Egbert",1
"30969",783605,"Nescafe",1
"30970",783608,"Other brands",2
"30971",783608,"Supermarket own",1
"30972",783613,"Douwe Egbert",1
"30973",783613,"Supermarket own",1
"30974",783615,"Kenco",1
"30975",783616,"Kenco",2
"30976",783616,"Nescafe",1
"30977",783622,"Nescafe",8
"30978",783623,"Kenco",1
"30979",783623,"Other brands",1
"30980",783636,"Supermarket own",4
"30981",783647,"Carte Noire",1
"30982",783647,"Kenco",2
"30983",783650,"Douwe Egbert",2
"30984",783650,"Kenco",1
"30985",783650,"Other brands",11
"30986",783659,"Douwe Egbert",1
"30987",783663,"Nescafe",5
"30988",783666,"Nescafe",1
"30989",783666,"Other brands",2
"30990",783688,"Supermarket own",1
"30991",783697,"Nescafe",1
"30992",783700,"Nescafe",1
"30993",783706,"Douwe Egbert",1
"30994",783712,"Douwe Egbert",2
"30995",783719,"Nescafe",2
"30996",783723,"Kenco",3
"30997",783723,"Nescafe",1
"30998",783723,"Supermarket own",1
"30999",783729,"Douwe Egbert",1
"31000",783730,"Nescafe",2
"31001",783730,"Supermarket own",1
"31002",783757,"Other brands",2
"31003",783757,"Supermarket own",2
"31004",783759,"Carte Noire",3
"31005",783761,"Douwe Egbert",10
"31006",783761,"Kenco",3
"31007",783764,"Douwe Egbert",1
"31008",783765,"Supermarket own",3
"31009",783768,"Douwe Egbert",1
"31010",783770,"Nescafe",1
"31011",783783,"Kenco",5
"31012",783785,"Nescafe",1
"31013",783796,"Supermarket own",1
"31014",783798,"Supermarket own",2
"31015",783801,"Kenco",3
"31016",783815,"Nescafe",8
"31017",783820,"Kenco",1
"31018",783825,"Nescafe",1
"31019",783835,"Supermarket own",3
"31020",783837,"Kenco",2
"31021",783845,"Supermarket own",1
"31022",783847,"Supermarket own",23
"31023",783848,"Supermarket own",2
"31024",783855,"Nescafe",3
"31025",783857,"Kenco",1
"31026",783865,"Nescafe",1
"31027",783876,"Nescafe",1
"31028",783880,"Carte Noire",2
"31029",783883,"Kenco",1
"31030",783883,"Nescafe",1
"31031",783885,"Nescafe",1
"31032",783889,"Douwe Egbert",1
"31033",783891,"Kenco",8
"31034",783891,"Supermarket own",1
"31035",783892,"Other brands",2
"31036",783908,"Kenco",12
"31037",783911,"Douwe Egbert",1
"31038",783911,"Nescafe",1
"31039",783912,"Nescafe",2
"31040",783918,"Supermarket own",1
"31041",783919,"Kenco",2
"31042",783919,"Nescafe",1
"31043",783919,"Supermarket own",1
"31044",783922,"Douwe Egbert",5
"31045",783925,"Kenco",3
"31046",783927,"Other brands",10
"31047",783930,"Supermarket own",1
"31048",783932,"Kenco",1
"31049",783932,"Nescafe",3
"31050",783932,"Other brands",1
"31051",783936,"Supermarket own",1
"31052",783938,"Supermarket own",2
"31053",783942,"Supermarket own",1
"31054",783944,"Supermarket own",2
"31055",783945,"Supermarket own",3
"31056",783947,"Supermarket own",3
"31057",783948,"Douwe Egbert",1
"31058",783949,"Supermarket own",6
"31059",783950,"Douwe Egbert",2
"31060",783951,"Nescafe",2
"31061",783951,"Supermarket own",1
"31062",783958,"Douwe Egbert",1
"31063",783959,"Nescafe",1
"31064",783960,"Carte Noire",1
"31065",783960,"Nescafe",1
"31066",783960,"Other brands",1
"31067",783965,"Nescafe",1
"31068",783966,"Douwe Egbert",1
"31069",783966,"Kenco",9
"31070",783966,"Nescafe",1
"31071",783968,"Carte Noire",1
"31072",783968,"Kenco",1
"31073",783968,"Nescafe",1
"31074",783969,"Kenco",2
"31075",783969,"Supermarket own",4
"31076",783972,"Kenco",1
"31077",783973,"Nescafe",4
"31078",783975,"Nescafe",1
"31079",783977,"Nescafe",1
"31080",783981,"Kenco",5
"31081",783995,"Nescafe",1
"31082",783995,"Supermarket own",2
"31083",783998,"Kenco",1
"31084",783998,"Nescafe",3
"31085",783998,"Supermarket own",1
"31086",784000,"Nescafe",9
"31087",784005,"Nescafe",1
"31088",784006,"Supermarket own",1
"31089",784007,"Douwe Egbert",3
"31090",784008,"Douwe Egbert",1
"31091",784011,"Douwe Egbert",3
"31092",784014,"Kenco",1
"31093",784016,"Supermarket own",1
"31094",784018,"Supermarket own",7
"31095",784022,"Carte Noire",1
"31096",784022,"Kenco",2
"31097",784023,"Supermarket own",2
"31098",784028,"Douwe Egbert",2
"31099",784028,"Nescafe",1
"31100",784035,"Kenco",2
"31101",784037,"Nescafe",1
"31102",784038,"Douwe Egbert",20
"31103",784052,"Nescafe",26
"31104",784053,"Kenco",1
"31105",784057,"Nescafe",7
"31106",784059,"Kenco",2
"31107",784059,"Other brands",1
"31108",784062,"Nescafe",2
"31109",784062,"Supermarket own",2
"31110",784065,"Douwe Egbert",2
"31111",784067,"Supermarket own",4
"31112",784070,"Nescafe",1
"31113",784071,"Kenco",3
"31114",784071,"Nescafe",7
"31115",784075,"Douwe Egbert",2
"31116",784075,"Nescafe",3
"31117",784075,"Other brands",1
"31118",784078,"Nescafe",1
"31119",784079,"Douwe Egbert",1
"31120",784080,"Supermarket own",1
"31121",784084,"Supermarket own",3
"31122",784085,"Kenco",1
"31123",784086,"Kenco",2
"31124",784088,"Nescafe",3
"31125",784088,"Supermarket own",3
"31126",784091,"Carte Noire",1
"31127",784091,"Kenco",8
"31128",784092,"Nescafe",1
"31129",784093,"Douwe Egbert",1
"31130",784093,"Kenco",1
"31131",784103,"Carte Noire",1
"31132",784103,"Other brands",2
"31133",784108,"Carte Noire",1
"31134",784109,"Kenco",1
"31135",784117,"Supermarket own",1
"31136",784121,"Carte Noire",1
"31137",784122,"Other brands",1
"31138",784124,"Supermarket own",1
"31139",784128,"Supermarket own",1
"31140",784134,"Carte Noire",3
"31141",784137,"Nescafe",1
"31142",784142,"Kenco",1
"31143",784144,"Carte Noire",1
"31144",784144,"Nescafe",4
"31145",784154,"Nescafe",2
"31146",784164,"Kenco",2
"31147",784167,"Kenco",1
"31148",784167,"Nescafe",2
"31149",784168,"Supermarket own",1
"31150",784171,"Kenco",2
"31151",784171,"Nescafe",1
"31152",784173,"Supermarket own",2
"31153",784175,"Nescafe",2
"31154",784175,"Other brands",1
"31155",784177,"Douwe Egbert",1
"31156",784181,"Supermarket own",2
"31157",784182,"Kenco",1
"31158",784183,"Douwe Egbert",6
"31159",784183,"Kenco",1
"31160",784183,"Supermarket own",2
"31161",784203,"Nescafe",1
"31162",784204,"Nescafe",2
"31163",784206,"Carte Noire",2
"31164",784206,"Kenco",2
"31165",784206,"Nescafe",2
"31166",784206,"Other brands",1
"31167",784206,"Supermarket own",9
"31168",784212,"Kenco",2
"31169",784212,"Nescafe",1
"31170",784215,"Supermarket own",1
"31171",784221,"Kenco",1
"31172",784221,"Nescafe",2
"31173",784223,"Carte Noire",1
"31174",784223,"Nescafe",2
"31175",784232,"Kenco",1
"31176",784236,"Nescafe",1
"31177",784236,"Other brands",1
"31178",784237,"Other brands",1
"31179",784237,"Supermarket own",2
"31180",784242,"Douwe Egbert",4
"31181",784244,"Supermarket own",6
"31182",784251,"Douwe Egbert",1
"31183",784254,"Supermarket own",1
"31184",784256,"Douwe Egbert",2
"31185",784256,"Supermarket own",1
"31186",784258,"Nescafe",1
"31187",784260,"Supermarket own",2
"31188",784263,"Other brands",1
"31189",784265,"Supermarket own",2
"31190",784270,"Kenco",5
"31191",784271,"Nescafe",1
"31192",784275,"Kenco",1
"31193",784275,"Supermarket own",1
"31194",784284,"Nescafe",6
"31195",784285,"Nescafe",1
"31196",784296,"Supermarket own",2
"31197",784302,"Carte Noire",1
"31198",784305,"Douwe Egbert",4
"31199",784305,"Supermarket own",1
"31200",784310,"Other brands",1
"31201",784318,"Douwe Egbert",2
"31202",784320,"Nescafe",3
"31203",784321,"Kenco",1
"31204",784323,"Kenco",4
"31205",784324,"Kenco",3
"31206",784325,"Douwe Egbert",1
"31207",784330,"Kenco",3
"31208",784340,"Supermarket own",3
"31209",784342,"Kenco",2
"31210",784342,"Other brands",7
"31211",784342,"Supermarket own",1
"31212",784343,"Other brands",1
"31213",784345,"Douwe Egbert",1
"31214",784348,"Douwe Egbert",3
"31215",784348,"Other brands",1
"31216",784350,"Supermarket own",2
"31217",784351,"Kenco",1
"31218",784357,"Kenco",6
"31219",784360,"Nescafe",7
"31220",784363,"Nescafe",1
"31221",784370,"Kenco",3
"31222",784370,"Supermarket own",1
"31223",784372,"Kenco",1
"31224",784375,"Carte Noire",1
"31225",784375,"Nescafe",1
"31226",784375,"Other brands",1
"31227",784375,"Supermarket own",1
"31228",784379,"Nescafe",5
"31229",784379,"Supermarket own",1
"31230",784382,"Douwe Egbert",2
"31231",784382,"Nescafe",5
"31232",784387,"Nescafe",1
"31233",784390,"Nescafe",16
"31234",784391,"Supermarket own",1
"31235",784392,"Kenco",2
"31236",784392,"Nescafe",2
"31237",784399,"Supermarket own",1
"31238",784400,"Kenco",2
"31239",784401,"Nescafe",12
"31240",784407,"Kenco",1
"31241",784413,"Supermarket own",2
"31242",784419,"Supermarket own",25
"31243",784420,"Kenco",3
"31244",784420,"Nescafe",7
"31245",784421,"Carte Noire",2
"31246",784426,"Nescafe",1
"31247",784433,"Other brands",3
"31248",784444,"Supermarket own",1
"31249",784445,"Supermarket own",7
"31250",784447,"Other brands",1
"31251",784452,"Supermarket own",1
"31252",784458,"Kenco",1
"31253",784458,"Nescafe",1
"31254",784459,"Other brands",1
"31255",784459,"Supermarket own",1
"31256",784460,"Nescafe",1
"31257",784460,"Supermarket own",16
"31258",784463,"Nescafe",1
"31259",784465,"Carte Noire",3
"31260",784469,"Supermarket own",6
"31261",784473,"Nescafe",2
"31262",784483,"Douwe Egbert",1
"31263",784489,"Supermarket own",1
"31264",784494,"Kenco",2
"31265",784494,"Nescafe",2
"31266",784494,"Supermarket own",1
"31267",784502,"Douwe Egbert",4
"31268",784502,"Kenco",2
"31269",784511,"Douwe Egbert",7
"31270",784514,"Carte Noire",5
"31271",784514,"Kenco",1
"31272",784523,"Douwe Egbert",2
"31273",784523,"Kenco",4
"31274",784523,"Nescafe",2
"31275",784537,"Nescafe",1
"31276",784550,"Supermarket own",2
"31277",784551,"Douwe Egbert",1
"31278",784551,"Nescafe",1
"31279",784551,"Supermarket own",1
"31280",784555,"Kenco",1
"31281",784555,"Supermarket own",6
"31282",784558,"Kenco",1
"31283",784562,"Supermarket own",1
"31284",784566,"Other brands",1
"31285",784575,"Kenco",1
"31286",784578,"Supermarket own",5
"31287",784583,"Kenco",1
"31288",784585,"Nescafe",2
"31289",784589,"Nescafe",1
"31290",784589,"Supermarket own",1
"31291",784593,"Kenco",2
"31292",784596,"Supermarket own",2
"31293",784599,"Nescafe",1
"31294",784609,"Kenco",1
"31295",784610,"Supermarket own",1
"31296",784616,"Nescafe",11
"31297",784628,"Carte Noire",2
"31298",784629,"Nescafe",1
"31299",784629,"Supermarket own",1
"31300",784634,"Douwe Egbert",1
"31301",784634,"Supermarket own",1
"31302",784635,"Douwe Egbert",3
"31303",784635,"Kenco",1
"31304",784637,"Supermarket own",1
"31305",784640,"Other brands",2
"31306",784640,"Supermarket own",6
"31307",784646,"Nescafe",2
"31308",784648,"Nescafe",2
"31309",784668,"Nescafe",1
"31310",784672,"Nescafe",4
"31311",784678,"Supermarket own",2
"31312",784679,"Douwe Egbert",1
"31313",784679,"Nescafe",2
"31314",784682,"Supermarket own",4
"31315",784684,"Kenco",3
"31316",784684,"Nescafe",2
"31317",784690,"Kenco",1
"31318",784691,"Douwe Egbert",12
"31319",784691,"Nescafe",2
"31320",784691,"Other brands",2
"31321",784694,"Nescafe",5
"31322",784695,"Supermarket own",1
"31323",784696,"Supermarket own",1
"31324",784699,"Douwe Egbert",1
"31325",784707,"Kenco",3
"31326",784707,"Nescafe",16
"31327",784717,"Kenco",12
"31328",784721,"Carte Noire",1
"31329",784723,"Supermarket own",6
"31330",784727,"Supermarket own",3
"31331",784729,"Nescafe",2
"31332",784733,"Nescafe",5
"31333",784738,"Kenco",1
"31334",784738,"Supermarket own",1
"31335",784741,"Kenco",1
"31336",784741,"Nescafe",2
"31337",784741,"Supermarket own",1
"31338",784744,"Supermarket own",2
"31339",784745,"Douwe Egbert",1
"31340",784753,"Kenco",1
"31341",784754,"Douwe Egbert",1
"31342",784754,"Kenco",1
"31343",784755,"Douwe Egbert",4
"31344",784755,"Kenco",3
"31345",784756,"Supermarket own",1
"31346",784757,"Nescafe",5
"31347",784759,"Nescafe",6
"31348",784761,"Kenco",4
"31349",784764,"Douwe Egbert",1
"31350",784772,"Kenco",2
"31351",784772,"Nescafe",2
"31352",784775,"Kenco",1
"31353",784775,"Other brands",1
"31354",784777,"Kenco",3
"31355",784785,"Supermarket own",1
"31356",784787,"Carte Noire",7
"31357",784795,"Nescafe",3
"31358",784796,"Douwe Egbert",1
"31359",784796,"Kenco",2
"31360",784798,"Kenco",1
"31361",784798,"Supermarket own",1
"31362",784800,"Nescafe",1
"31363",784801,"Supermarket own",2
"31364",784803,"Carte Noire",1
"31365",784804,"Carte Noire",4
"31366",784805,"Carte Noire",2
"31367",784805,"Kenco",2
"31368",784805,"Nescafe",2
"31369",784805,"Supermarket own",10
"31370",784818,"Other brands",1
"31371",784825,"Nescafe",1
"31372",784829,"Nescafe",1
